Município;Qtd_aprovada;Valor_aprovado;Qtd_apresentada;Valor_apresentado;Qtd_Recusa_Pgto;Perda_Repasse
354650 Santa Ernestina;4939;4098,89;4939;4098,89;0;0
354660 Santa Fé do Sul;91249;520078,34;91249;520078,34;0;0
354670 Santa Gertrudes;20526;32260,88;20529;32264,6;3;3,72
354680 Santa Isabel;65253;389689,38;65253;389689,38;0;0
354690 Santa Lúcia;17459;70180,64;17459;70180,64;0;0
354740 Santa Rita d'Oeste;2438;1525,28;2438;1525,28;0;0
354750 Santa Rita do Passa Quatro;39254;113489,37;39254;113489,37;0;0
354760 Santa Rosa de Viterbo;42214;100169,11;42214;100169,11;0;0
354765 Santa Salete;32;-;32;-;0;0
354720 Santana da Ponte Pensa;4386;2032,1;4386;2032,1;0;0
354730 Santana de Parnaíba;166080;909564,41;175506;1011040,35;9426;101475,94
354780 Santo André;1982970;5267016,86;1982970;5267016,86;0;0
354790 Santo Antônio da Alegria;10359;32760,59;11393;33412,01;1034;651,42
354820 Santo Antônio do Pinhal;9355;14804,27;10173;17390,98;818;2586,71
354830 Santo Expedito;139;578,14;139;578,14;0;0
354850 Santos;1530869;5989852,49;1531731;6158545,7;862;168693,21
354860 São Bento do Sapucaí;8128;41488,92;8128;41488,92;0;0
354870 São Bernardo do Campo;1065931;6675696,6;1066106;6677045,12;175;1348,52
354880 São Caetano do Sul;5706;666274,95;5773;669061,05;67;2786,1
354890 São Carlos;163905;1831528,85;164629;1831696,85;724;168
354900 São Francisco;120;490,15;120;490,15;0;0
354910 São João da Boa Vista;828507;2073251,35;828597;2073432,9;90;181,55
354920 São João das Duas Pontes;1752;538,09;1752;538,09;0;0
354930 São João do Pau d'Alho;1959;467,43;1959;467,43;0;0
354940 São Joaquim da Barra;470039;291156,26;471084;383264,48;1045;92108,22
354950 São José da Bela Vista;12002;-;12002;-;0;0
354960 São José do Barreiro;6165;16230,06;6165;16230,06;0;0
354970 São José do Rio Pardo;61767;449879,59;61825;450669,49;58;789,9
354980 São José do Rio Preto;1607848;8435326,24;1607848;8435326,24;0;0
354990 São José dos Campos;1624514;8600100,55;1624521;8600112,8;7;12,25
354995 São Lourenço da Serra;2092;17416,54;2092;17416,54;0;0
355010 São Manuel;40053;102777,98;40952;110766,87;899;7988,89
355020 São Miguel Arcanjo;54783;124877,84;54976;124877,84;193;0
355030 São Paulo;27179327;133144678,9;27222265;133688456,7;42938;543777,89
355040 São Pedro;71939;251387,59;71939;251387,59;0;0
355050 São Pedro do Turvo;5231;21667,05;5231;21667,05;0;0
355060 São Roque;47668;570944,79;47668;570944,79;0;0
355070 São Sebastião;95530;446963,71;95884;448504,69;354;1540,98
355080 São Sebastião da Grama;13556;46493,27;13611;46754,37;55;261,1
355090 São Simão;27606;90231,04;27606;90231,04;0;0
355100 São Vicente;382959;1707567,48;382959;1707567,48;0;0
355120 Sarutaiá;2286;9708,27;2726;11763,07;440;2054,8
355130 Sebastianópolis do Sul;126;475,57;126;475,57;0;0
355150 Serrana;45645;178580,86;45645;178580,86;0;0
355170 Sertãozinho;127069;866203,54;162673;1064957,77;35604;198754,23
355180 Sete Barras;14028;20424,65;14028;20424,65;0;0
355210 Socorro;19370;94685,83;23648;113028,16;4278;18342,33
355220 Sorocaba;2247430;9979966,57;2253405;9989415,96;5975;9449,39
355240 Sumaré;169852;1723365,59;243848;2006220,41;73996;282854,82
355255 Suzanápolis;9111;7212,88;9126;7235,2;15;22,32
355250 Suzano;344561;1798105,28;344561;1798105,28;0;0
355260 Tabapuã;13239;14535,96;13239;14535,96;0;0
355270 Tabatinga;11952;45865,97;12259;49044,07;307;3178,1
355280 Taboão da Serra;488202;3376629,75;488202;3376629,75;0;0
355290 Taciba;719;3680,4;719;3680,4;0;0
355300 Taguaí;29907;84077,02;29939;84245,48;32;168,46
355320 Taiúva;12655;10772,24;13850;23511,95;1195;12739,71
355340 Tanabi;4986;32690,19;4986;32690,19;0;0
355360 Tapiratiba;5060;28455,48;5097;28611,63;37;156,15
355370 Taquaritinga;48700;284289,16;50872;310555,02;2172;26265,86
355385 Taquarivaí;5004;17553,72;5004;17553,72;0;0
355390 Tarabai;2051;9716,21;2051;9716,21;0;0
355395 Tarumã;27765;64396;27946;64641,88;181;245,88
355400 Tatuí;147516;726938,84;156121;771657,78;8605;44718,94
355410 Taubaté;825553;5261089,81;826858;5274881,16;1305;13791,35
355420 Tejupá;656;70;846;1970;190;1900
355430 Teodoro Sampaio;161763;77079,1;161763;77079,1;0;0
355440 Terra Roxa;4067;10110,48;6132;32320,01;2065;22209,53
355460 Timburi;1542;2488,1;1542;2488,1;0;0
355480 Tremembé;42698;137410,76;43040;139231,15;342;1820,39
355490 Três Fronteiras;8050;73,55;8050;73,55;0;0
355495 Tuiuti;563;2514,73;563;2514,73;0;0
355500 Tupã;115928;979580,83;115946;980390,83;18;810
355510 Tupi Paulista;39266;84886,17;39287;84909,85;21;23,68
355520 Turiúba;341;6243,15;345;6268,55;4;25,4
355530 Turmalina;209;1101,35;209;1101,35;0;0
355535 Ubarana;8996;11829,44;8997;11861,84;1;32,4
355540 Ubatuba;120167;621182,69;120167;621182,69;0;0
355550 Ubirajara;12635;3683,78;12636;3688,45;1;4,67
355560 Uchoa;8348;6302,37;8348;6302,37;0;0
355570 União Paulista;1081;5502,68;1081;5502,68;0;0
355600 Urupês;18799;29776,2;19782;35094,57;983;5318,37
355610 Valentim Gentil;17144;52966,55;17144;52966,55;0;0
355630 Valparaíso;28777;59318,14;29364;65720,82;587;6402,68
355635 Vargem;110495;678,74;110585;1251,29;90;572,55
355670 Vinhedo;99713;438673,41;105863;479794,21;6150;41120,8
355680 Viradouro;26137;62162,67;26137;62162,67;0;0
355695 Vitória Brasil;2365;114,95;2365;114,95;0;0
355700 Votorantim;93778;452039,94;96006;452039,94;2228;0
355710 Votuporanga;976830;2314068,57;978284;2317160,57;1454;3092
355715 Zacarias;8737;18936,83;8755;19074,03;18;137,2
410010 Abatiá;6268;20542,59;6481;23306,86;213;2764,27
410020 Adrianópolis;5679;29398,29;5797;30746,15;118;1347,86
410030 Agudos do Sul;4174;31496,7;5722;47689,04;1548;16192,34
410040 Almirante Tamandaré;74925;412205,28;78323;433226,95;3398;21021,67
412862 Alto Paraíso;4;-;4;-;0;0
410060 Alto Paraná;2798;26120,68;3724;29567,9;926;3447,22
410070 Alto Piquiri;14278;-;14278;-;0;0
410050 Altônia;11511;57038,17;11611;57062,74;100;24,57
410080 Alvorada do Sul;583;9161,99;1015;13904,49;432;4742,5
410090 Amaporã;4896;1071,06;4896;1071,06;0;0
410100 Ampére;12595;31647,58;12595;31647,58;0;0
410105 Anahy;408;6795,86;408;6795,86;0;0
410110 Andirá;4821;46791;6195;54005,9;1374;7214,9
410120 Antonina;9102;75803,16;9250;78043,11;148;2239,95
410130 Antônio Olinto;6442;1656,98;6467;1777,03;25;120,05
410140 Apucarana;322180;2006157,6;322210;2006157,6;30;0
410150 Arapongas;124226;915312,18;134368;1029229,2;10142;113917,02
410160 Arapoti;22278;42304,71;24327;52520,54;2049;10215,83
410165 Arapuã;1924;3150;1924;3150;0;0
410170 Araruna;10184;12015,6;10184;12015,6;0;0
410185 Ariranha do Ivaí;742;-;742;-;0;0
410190 Assaí;14166;29902,29;14654;35265,68;488;5363,39
410200 Assis Chateaubriand;21896;58784,58;21966;60345,53;70;1560,95
410210 Astorga;12702;83190,55;14983;95689,58;2281;12499,03
410220 Atalaia;894;11867,47;1089;14951,5;195;3084,03
410230 Balsa Nova;938;7456;1941;15036,6;1003;7580,6
410240 Bandeirantes;22751;73011,47;23044;74309,17;293;1297,7
410250 Barbosa Ferraz;754;11572,18;772;11890,24;18;318,06
410270 Barra do Jacaré;360;923,75;360;923,75;0;0
410260 Barracão;10931;32633,63;11989;39701,41;1058;7067,78
410280 Bela Vista do Paraíso;8881;41909,24;10676;62028,81;1795;20119,57
410290 Bituruna;2357;19163,36;2813;20974,41;456;1811,05
410300 Boa Esperança;3506;849,56;3517;1104,32;11;254,76
410302 Boa Esperança do Iguaçu;2724;7064,45;2759;7385,92;35;321,47
410305 Boa Vista da Aparecida;1617;17723,05;1852;20454,79;235;2731,74
410310 Bocaiúva do Sul;2359;28040,33;2678;33677,06;319;5636,73
410320 Bom Sucesso;10884;20179,14;11016;22511,58;132;2332,44
410322 Bom Sucesso do Sul;3233;485,16;3483;1571,08;250;1085,92
410330 Borrazópolis;2177;25856,82;2978;29952,43;801;4095,61
410335 Braganey;1243;10584,33;1243;10584,33;0;0
410340 Cafeara;258;4558,86;261;4611,87;3;53,01
410345 Cafelândia;1869;17087,99;7549;74105,99;5680;57018
410347 Cafezal do Sul;65;-;65;-;0;0
410350 Califórnia;4267;18123,21;4278;18189,04;11;65,83
410360 Cambará;7575;56735,04;9361;66174,63;1786;9439,59
410370 Cambé;210727;358687,39;227624;504621,41;16897;145934,02
410380 Cambira;1723;25300,83;1733;25398,91;10;98,08
410390 Campina da Lagoa;4412;26374,66;4444;26940,1;32;565,44
410400 Campina Grande do Sul;96859;2679309,04;107796;2727774,91;10937;48465,87
410410 Campo do Tenente;3845;680,32;4172;4489;327;3808,68
410420 Campo Largo;157749;2783690,67;160707;2822200,4;2958;38509,73
410425 Campo Magro;27731;62745,91;28412;64053,37;681;1307,46
410430 Campo Mourão;343834;1557874,61;345820;1567120,83;1986;9246,22
410440 Cândido de Abreu;1828;23102,63;1828;23102,63;0;0
410442 Candói;1744;16823,44;2001;20259,61;257;3436,17
410450 Capanema;15729;34182,76;16126;41114,47;397;6931,71
410460 Capitão Leônidas Marques;1932;19795,18;1986;20152,09;54;356,91
410465 Carambeí;20542;32997,56;23019;43047,3;2477;10049,74
410470 Carlópolis;1462;25833,54;1755;31010,85;293;5177,31
410480 Cascavel;663856;6765175,28;773190;7451815,38;109334;686640,1
410490 Castro;64905;344550,21;66205;352801,63;1300;8251,42
410500 Catanduvas;606;10708,02;715;12634,05;109;1926,03
410510 Centenário do Sul;13877;23764,94;14721;28912,29;844;5147,35
410520 Cerro Azul;4933;28396,28;4933;28396,28;0;0
410530 Céu Azul;12899;12913,72;14563;32731,82;1664;19818,1
410540 Chopinzinho;1742;11514,43;1851;12988,64;109;1474,21
410550 Cianorte;199085;988326,5;199138;988608,32;53;281,82
410560 Cidade Gaúcha;5634;15435,92;5753;16088,4;119;652,48
410570 Clevelândia;3225;20517,16;3916;32909,9;691;12392,74
410580 Colombo;215480;618713,75;215753;621322,23;273;2608,48
410590 Colorado;19663;53706,2;21475;74705,42;1812;20999,22
410600 Congonhinhas;1089;13457,98;1229;15300,33;140;1842,35
410610 Conselheiro Mairinck;426;7527,42;426;7527,42;0;0
410620 Contenda;5978;42878,28;8166;57122,01;2188;14243,73
410630 Corbélia;13326;30930,95;13397;31277,4;71;346,45
410640 Cornélio Procópio;196127;1335663,63;210976;1433881,28;14849;98217,65
410645 Coronel Domingos Soares;4038;1883,91;4046;1891,91;8;8
410680 Cruz Machado;10285;18757,86;10965;26142,91;680;7385,05
410657 Cruzeiro do Iguaçu;2938;1566,59;3137;2588,21;199;1021,62
410670 Cruzeiro do Sul;2220;1464,49;2220;1464,49;0;0
410685 Cruzmaltina;8459;43768,36;8459;43768,36;0;0
410690 Curitiba;4371783;23978834,35;4378208;24144724,39;6425;165890,04
410700 Curiúva;2143;19471,43;2755;21694,08;612;2222,65
410715 Diamante D'Oeste;1328;7064,34;1357;7274,23;29;209,89
410710 Diamante do Norte;1711;11993,14;1839;12302,57;128;309,43
410730 Doutor Camargo;849;11334,23;862;11563,94;13;229,71
410740 Enéas Marques;5711;12097,61;5718;12117,42;7;19,81
410750 Engenheiro Beltrão;1607;9959,44;1607;9959,44;0;0
410753 Entre Rios do Oeste;559;1497,93;559;1497,93;0;0
410752 Esperança Nova;1836;45,34;1836;45,34;0;0
410760 Faxinal;1374;24278,58;1405;24826,35;31;547,77
410765 Fazenda Rio Grande;15243;91295,89;15481;92827,97;238;1532,08
410773 Fernandes Pinheiro;8570;1975,37;8570;1975,37;0;0
410775 Figueira;2120;27501,39;2124;27594,03;4;92,64
410785 Flor da Serra do Sul;6685;36,47;6687;61,39;2;24,92
410780 Floraí;717;4621,01;926;5439,75;209;818,74
410790 Floresta;7554;1982,74;7556;2007,68;2;24,94
410800 Florestópolis;798;14100,66;798;14100,66;0;0
410820 Formosa do Oeste;1247;12351,33;1274;12522,78;27;171,45
410830 Foz do Iguaçu;483493;2585773,72;484236;2590862,43;743;5088,71
410845 Foz do Jordão;6153;13396,92;6155;13432,26;2;35,34
410840 Francisco Beltrão;292165;1648670,99;292349;1652196,82;184;3525,83
410850 General Carneiro;558;9859,86;592;10460,64;34;600,78
410855 Godoy Moreira;2737;12135,39;2737;12135,39;0;0
410865 Goioxim;6473;7402,93;6473;7402,93;0;0
410870 Grandes Rios;3680;12702,69;3699;13038,42;19;335,73
410880 Guaíra;5466;19042,5;6122;32562,5;656;13520
410890 Guairaçá;8347;12212,66;8348;12362,66;1;150
410895 Guamiranga;6822;1592,38;6998;2429,19;176;836,81
410900 Guapirama;1710;179,38;1710;179,38;0;0
410910 Guaporema;1221;-;1221;-;0;0
410920 Guaraci;5572;10757,75;5572;10757,75;0;0
410930 Guaraniaçu;12782;13589,91;14504;20016,67;1722;6426,76
410940 Guarapuava;267831;1835420,9;299001;2165341,1;31170;329920,2
410950 Guaraqueçaba;1886;13775,45;2161;17160,45;275;3385
410960 Guaratuba;21431;136573,14;38905;200641,84;17474;64068,7
410965 Honório Serpa;8667;19172,28;10614;29666,41;1947;10494,13
410970 Ibaiti;5415;49725,61;5955;58356,14;540;8630,53
410975 Ibema;382;6749,94;382;6749,94;0;0
410980 Ibiporã;13179;123328,87;27291;182218,71;14112;58889,84
410990 Icaraíma;17743;45533,37;17809;46259,37;66;726
411000 Iguaraçu;68;751,46;113;1312,61;45;561,15
411007 Imbaú;1945;18629,84;3789;30001,53;1844;11371,69
411010 Imbituva;20782;21169;22060;35127,88;1278;13958,88
411020 Inácio Martins;854;3551,62;1012;5521,88;158;1970,26
411030 Inajá;1417;653,28;1417;653,28;0;0
411040 Indianópolis;6396;6302,24;6535;6717,37;139;415,13
411050 Ipiranga;3301;31049,47;5051;39657,33;1750;8607,86
411065 Iracema do Oeste;555;9259,08;731;12369;176;3109,92
411070 Irati;136873;496787,57;147544;593055,4;10671;96267,83
411090 Itaguajé;684;10037,61;895;13625,58;211;3587,97
411095 Itaipulândia;127;508,79;1543;5032;1416;4523,21
411100 Itambaracá;1507;8760,15;3868;21017,33;2361;12257,18
411110 Itambé;414;2670,16;802;7508,52;388;4838,36
411120 Itapejara d'Oeste;14161;10157,75;14161;10157,75;0;0
411125 Itaperuçu;14478;49318,08;16159;61588,13;1681;12270,05
411130 Itaúna do Sul;639;7399,8;639;7399,8;0;0
411140 Ivaí;15436;32321,63;18020;55002,44;2584;22680,81
411150 Ivaiporã;134339;784612,1;134467;792557,89;128;7945,79
411155 Ivaté;4107;-;4107;-;0;0
411160 Ivatuba;50;332,64;552;6592,58;502;6259,94
411170 Jaboti;3784;15889,73;4959;24384,42;1175;8494,69
411180 Jacarezinho;213573;1013707,23;220377;1060865,44;6804;47158,21
411190 Jaguapitã;2601;25920,23;3942;33902,73;1341;7982,5
411200 Jaguariaíva;17486;66182,79;25545;98466,45;8059;32283,66
411210 Jandaia do Sul;4853;39902,24;4853;39902,24;0;0
411230 Japira;1145;13551,84;1537;17166,32;392;3614,48
411240 Japurá;6372;10329,52;6392;10554,77;20;225,25
411250 Jardim Alegre;8437;28047,16;8760;31441,91;323;3394,75
411270 Jataizinho;5128;14678,32;7780;21706,91;2652;7028,59
411275 Jesuítas;578;10213,26;785;13870,95;207;3657,69
411280 Joaquim Távora;22144;18175,87;22443;19681,58;299;1505,71
411290 Jundiaí do Sul;2937;-;2937;-;0;0
411295 Juranda;8001;8257,72;8236;10832,72;235;2575
411300 Jussara;4285;1219,25;4287;1265,57;2;46,32
411310 Kaloré;788;13923,96;788;13923,96;0;0
411320 Lapa;22541;80055,56;24170;83879,36;1629;3823,8
411330 Laranjeiras do Sul;18714;126804,51;18995;128814,94;281;2010,43
411340 Leópolis;4371;611,34;4656;1433,58;285;822,24
411342 Lidianópolis;1485;5863,52;1485;5863,52;0;0
411345 Lindoeste;2087;12363,14;2100;12439,5;13;76,36
411350 Loanda;1951;30986,94;2155;33684,28;204;2697,34
411360 Lobato;606;5744,46;609;5752,95;3;8,49
411370 Londrina;1423210;9478686,22;1439337;9499857,45;16127;21171,23
411373 Luiziana;512;1679,77;537;1820,27;25;140,5
411375 Lunardelli;1284;3275,68;1936;5577,02;652;2301,34
411380 Lupionópolis;915;13175,63;996;14606,9;81;1431,27
411390 Mallet;1125;3637,81;1125;3637,81;0;0
411410 Mandaguaçu;14411;32540,1;15405;42484,6;994;9944,5
411430 Mandirituba;4083;32666,31;9070;66720,54;4987;34054,23
411440 Mangueirinha;15043;-;15043;-;0;0
411450 Manoel Ribas;3190;17677,79;4130;27095,87;940;9418,08
411460 Marechal Cândido Rondon;58985;53647,94;59236;57843,45;251;4195,51
411470 Maria Helena;1491;10455,29;1503;10667,33;12;212,04
411480 Marialva;7557;34459,11;11715;71776,51;4158;37317,4
411490 Marilândia do Sul;2013;6466,92;2084;7134,74;71;667,82
411500 Marilena;554;9789,18;554;9789,18;0;0
411510 Mariluz;10029;23378,66;10752;27905,68;723;4527,02
411520 Maringá;1315676;7453446,78;1316496;7471687,22;820;18240,44
411530 Mariópolis;1145;12173,07;1328;12733,19;183;560,12
411535 Maripá;1684;-;1684;-;0;0
411540 Marmeleiro;14282;15721;14285;15727,3;3;6,3
411545 Marquinho;298;1786,64;337;2407,19;39;620,55
411550 Marumbi;707;12492,69;929;16415,43;222;3922,74
411560 Matelândia;19631;40977,94;20457;50045,2;826;9067,26
411570 Matinhos;8252;61254,2;21200;152133,24;12948;90879,04
411573 Mato Rico;6532;364,59;6532;364,59;0;0
411575 Mauá da Serra;1000;17670;1000;17670;0;0
411580 Medianeira;8326;138149,55;8564;142980,35;238;4830,8
411585 Mercedes;319;771,85;319;771,85;0;0
411590 Mirador;109;312,64;334;1016,85;225;704,21
411600 Miraselva;378;1430,86;493;2050,11;115;619,25
411605 Missal;7987;16368,35;7987;16368,35;0;0
411610 Moreira Sales;1824;11587,92;1894;11929,13;70;341,21
411620 Morretes;3039;21522,3;7202;57389,05;4163;35866,75
411630 Munhoz de Melo;6833;5571,73;6835;5574,47;2;2,74
411640 Nossa Senhora das Graças;1889;439,24;1889;439,24;0;0
411650 Nova Aliança do Ivaí;894;57,47;894;57,47;0;0
411660 Nova América da Colina;496;8764,32;624;11026,08;128;2261,76
411670 Nova Aurora;4971;17447,11;4988;17747,5;17;300,39
411690 Nova Esperança;3973;43695,68;4009;44267,05;36;571,37
411695 Nova Esperança do Sudoeste;616;7766,9;616;7766,9;0;0
411700 Nova Fátima;2577;17525,47;4334;29094,52;1757;11569,05
411705 Nova Laranjeiras;4809;51916,26;5517;61238,31;708;9322,05
411710 Nova Londrina;9369;31200,18;12340;52037,02;2971;20836,84
411720 Nova Olímpia;7496;26208,68;7646;28079,18;150;1870,5
411725 Nova Prata do Iguaçu;4291;8800,75;4897;16356,94;606;7556,19
411721 Nova Santa Bárbara;823;10967,91;1505;14751,01;682;3783,1
411722 Nova Santa Rosa;671;3442,6;674;3512,08;3;69,48
411727 Nova Tebas;10104;40144,62;11416;51584,52;1312;11439,9
411729 Novo Itacolomi;3746;10725,69;3746;10725,69;0;0
411730 Ortigueira;16899;20002,42;18298;26004,12;1399;6001,7
411740 Ourizona;375;1409,94;477;1734,88;102;324,94
411750 Paiçandu;5583;32108,87;23508;204490,2;17925;172381,33
411770 Palmeira;6427;46992,2;8750;55895,93;2323;8903,73
411780 Palmital;6143;10443,46;7369;20809,87;1226;10366,41
411790 Palotina;41822;91637,89;44437;113256,05;2615;21618,16
411800 Paraíso do Norte;1421;17359,94;1904;23016,57;483;5656,63
411810 Paranacity;1167;15098,87;1221;16053,05;54;954,18
411820 Paranaguá;132005;713877,44;140781;789299,05;8776;75421,61
411830 Paranapoema;548;1687,61;782;2502,41;234;814,8
411840 Paranavaí;84936;1264189,92;197746;1286627,91;112810;22437,99
411845 Pato Bragado;3009;834,01;3272;1803,91;263;969,9
411850 Pato Branco;299799;1546362,47;299991;1547892,21;192;1529,74
411860 Paula Freitas;7607;226,6;7607;226,6;0;0
411870 Paulo Frontin;1186;4750,97;1435;7489,97;249;2739
411880 Peabiru;9080;20416,18;9080;20416,18;0;0
411885 Perobal;6624;161,87;6624;161,87;0;0
411910 Piên;3516;21429,24;5735;29773,91;2219;8344,67
411915 Pinhais;136972;354423,64;146413;401836,12;9441;47412,48
411925 Pinhal de São Bento;874;8293,88;1143;9002,8;269;708,92
411920 Pinhalão;1118;16703,81;1342;17401,75;224;697,94
411930 Pinhão;18508;49740,95;18600;50779,55;92;1038,6
411940 Piraí do Sul;11853;13995,7;12070;16165,7;217;2170
411950 Piraquara;13289;117744,55;14478;128741,84;1189;10997,29
411960 Pitanga;29112;82903,56;30229;96419,79;1117;13516,23
411965 Pitangueiras;279;1117,6;290;1219,73;11;102,13
411970 Planaltina do Paraná;55;685,85;55;685,85;0;0
411980 Planalto;49;771,38;49;771,38;0;0
411990 Ponta Grossa;481131;2910415,44;501532;3092480,67;20401;182065,23
411995 Pontal do Paraná;37784;114178,68;42273;166789,76;4489;52611,08
412000 Porecatu;11790;29171,45;11862;30013,09;72;841,64
412010 Porto Amazonas;2003;4558,86;2040;5212,65;37;653,79
412015 Porto Barreiro;997;1074,95;997;1074,95;0;0
412020 Porto Rico;276;851,24;430;1348,82;154;497,58
412030 Porto Vitória;2713;-;2713;-;0;0
412033 Prado Ferreira;7140;693,09;7329;1920,57;189;1227,48
412035 Pranchita;6092;20762,13;6188;21895,67;96;1133,54
412040 Presidente Castelo Branco;6338;1546,74;7604;6230,99;1266;4684,25
412050 Primeiro de Maio;1865;11016,16;1909;11569,08;44;552,92
